Tiempo [h];Tiempo [s];Dato;Altura de Vela [cm];Altura Vela [mm];Ancho de Vela [mm];Seccion de la Vela [mm^2];Altura de llama [cm];Altura de llama [mm];Temperatura
2,643;9515;1903;7,928182736;79,28182736;18,72860126;117,6752723;4,331;43,308;82,64
2,644;9520;1904;7,925012097;79,25012097;18,73063116;117,6880265;4,689;46,891;81,04
2,646;9525;1905;7,921842726;79,21842726;18,73266025;117,7007756;4,696;46,956;81,03
2,647;9530;1906;7,918674623;79,18674623;18,73468853;117,7135197;4,787;47,867;82,22
2,649;9535;1907;7,915507786;79,15507786;18,736716;117,7262587;4,8;48,004;83,46
2,65;9540;1908;7,912342216;79,12342216;18,73874265;117,7389925;3,534;35,342;81,83
2,651;9545;1909;7,909177912;79,09177912;18,7407685;117,7517213;4,154;41,543;83,84
2,653;9550;1910;7,906014874;79,06014874;18,74279353;117,764445;3,576;35,762;80,27
2,654;9555;1911;7,9028531;79,028531;18,74481776;117,7771635;3,574;35,741;83,71
2,656;9560;1912;7,899692591;78,99692591;18,74684118;117,789877;4,585;45,852;83,7
2,657;9565;1913;7,896533346;78,96533346;18,74886378;117,8025855;3,633;36,334;83,79
2,658;9570;1914;7,893375364;78,93375364;18,75088558;117,8152888;4,18;41,799;81,95
2,66;9575;1915;7,890218645;78,90218645;18,75290657;117,827987;4,524;45,236;82,24
2,661;9580;1916;7,887063189;78,87063189;18,75492675;117,8406802;4,289;42,892;82,91
2,663;9585;1917;7,883908995;78,83908995;18,75694613;117,8533683;3,765;37,652;80,09
2,664;9590;1918;7,880756062;78,80756062;18,75896469;117,8660513;4,825;48,252;82,31
2,665;9595;1919;7,87760439;78,7760439;18,76098245;117,8787293;4,872;48,716;82,38
2,667;9600;1920;7,874453978;78,74453978;18,76299941;117,8914022;3,533;35,331;80,81
2,668;9605;1921;7,871304826;78,71304826;18,76501555;117,90407;4,2;42,002;80,5
2,669;9610;1922;7,868156934;78,68156934;18,76703089;117,9167327;3,679;36,789;83,79
2,671;9615;1923;7,865010301;78,65010301;18,76904542;117,9293904;4,967;49,666;82,03
2,672;9620;1924;7,861864926;78,61864926;18,77105915;117,9420431;4,229;42,285;80,54
2,674;9625;1925;7,858720808;78,58720808;18,77307207;117,9546906;4,403;44,027;83,61
2,675;9630;1926;7,855577949;78,55577949;18,77508419;117,9673331;4,13;41,295;82,16
2,676;9635;1927;7,852436346;78,52436346;18,7770955;117,9799706;4,772;47,719;82,67
2,678;9640;1928;7,849295999;78,49295999;18,77910601;117,992603;3,937;39,371;82,91
2,679;9645;1929;7,846156909;78,46156909;18,78111571;118,0052303;4,351;43,505;82,22
2,681;9650;1930;7,843019074;78,43019074;18,78312461;118,0178526;3,534;35,339;81,87
2,682;9655;1931;7,839882494;78,39882494;18,78513271;118,0304698;4,663;46,631;80,08
2,683;9660;1932;7,836747168;78,36747168;18,78714;118,043082;3,767;37,674;83,66
2,685;9665;1933;7,833613096;78,33613096;18,7891465;118,0556892;3,548;35,48;82,95
2,686;9670;1934;7,830480277;78,30480277;18,79115218;118,0682913;4,498;44,975;80,11
2,688;9675;1935;7,827348711;78,27348711;18,79315707;118,0808884;4,311;43,109;83,76
2,689;9680;1936;7,824218398;78,24218398;18,79516116;118,0934804;4,84;48,4;83,98
2,69;9685;1937;7,821089336;78,21089336;18,79716444;118,1060674;3,81;38,104;80,31
2,692;9690;1938;7,817961526;78,17961526;18,79916692;118,1186494;3,63;36,305;83,84
2,693;9695;1939;7,814834967;78,14834967;18,8011686;118,1312263;3,511;35,11;80,54
2,694;9700;1940;7,811709658;78,11709658;18,80316948;118,1437982;4,517;45,168;83,39
2,696;9705;1941;7,808585599;78,08585599;18,80516956;118,1563651;4,95;49,496;83,73
2,697;9710;1942;7,805462789;78,05462789;18,80716884;118,1689269;4,335;43,345;81,92
2,699;9715;1943;7,802341229;78,02341229;18,80916732;118,1814838;4,091;40,906;80,45
2,7;9720;1944;7,799220916;77,99220916;18,81116501;118,1940356;4,075;40,749;80,2
2,701;9725;1945;7,796101852;77,96101852;18,81316189;118,2065824;3,774;37,741;80,55
2,703;9730;1946;7,792984035;77,92984035;18,81515797;118,2191241;4,077;40,771;81,61
2,704;9735;1947;7,789867464;77,89867464;18,81715326;118,2316609;3,767;37,673;81,83
2,706;9740;1948;7,78675214;77,8675214;18,81914775;118,2441926;4,903;49,032;82,23
2,707;9745;1949;7,783638063;77,83638063;18,82114144;118,2567194;3,991;39,914;83,84
2,708;9750;1950;7,78052523;77,8052523;18,82313433;118,2692411;4,249;42,485;80,17
2,71;9755;1951;7,777413642;77,77413642;18,82512643;118,2817578;4,793;47,93;81,88
2,711;9760;1952;7,774303299;77,74303299;18,82711773;118,2942695;4,154;41,542;81,74
2,713;9765;1953;7,771194199;77,71194199;18,82910823;118,3067762;4,241;42,411;83,27
2,714;9770;1954;7,768086343;77,68086343;18,83109794;118,3192779;3,662;36,623;83,5
2,715;9775;1955;7,76497973;77,6497973;18,83308685;118,3317746;4,022;40,222;83,38
2,717;9780;1956;7,761874359;77,61874359;18,83507496;118,3442663;4,617;46,165;81,75
2,718;9785;1957;7,75877023;77,5877023;18,83706229;118,356753;4,483;44,828;81,34
2,719;9790;1958;7,755667343;77,55667343;18,83904881;118,3692347;4,267;42,669;81,47
2,721;9795;1959;7,752565696;77,52565696;18,84103454;118,3817114;4,14;41,401;81,14
2,722;9800;1960;7,74946529;77,4946529;18,84301948;118,3941831;4,393;43,934;83,18
2,724;9805;1961;7,746366124;77,46366124;18,84500362;118,4066499;4,471;44,714;80,33
2,725;9810;1962;7,743268197;77,43268197;18,84698697;118,4191116;4,688;46,876;82,9
2,726;9815;1963;7,740171509;77,40171509;18,84896953;118,4315684;4,745;47,451;80,13
2,728;9820;1964;7,73707606;77,3707606;18,8509513;118,4440202;4,294;42,937;81,38
2,729;9825;1965;7,733981848;77,33981848;18,85293227;118,456467;4,476;44,762;81,17
2,731;9830;1966;7,730888874;77,30888874;18,85491245;118,4689089;4,974;49,737;83,11
2,732;9835;1967;7,727797137;77,27797137;18,85689183;118,4813457;4,961;49,612;82,89
2,733;9840;1968;7,724706636;77,24706636;18,85887043;118,4937776;4,179;41,788;82,16
2,735;9845;1969;7,721617372;77,21617372;18,86084823;118,5062045;4,294;42,937;81,65
2,736;9850;1970;7,718529342;77,18529342;18,86282525;118,5186265;3,722;37,223;81,99
2,738;9855;1971;7,715442548;77,15442548;18,86480147;118,5310434;4,384;43,837;81,24
2,739;9860;1972;7,712356988;77,12356988;18,8667769;118,5434554;4,158;41,575;82,15
2,74;9865;1973;7,709272662;77,09272662;18,86875155;118,5558625;4,235;42,35;80,45
2,742;9870;1974;7,70618957;77,0618957;18,8707254;118,5682646;4,735;47,35;83,8
2,743;9875;1975;7,70310771;77,0310771;18,87269846;118,5806617;3,642;36,418;81,47
2,744;9880;1976;7,700027083;77,00027083;18,87467074;118,5930539;4,84;48,396;81,24
2,746;9885;1977;7,696947688;76,96947688;18,87664222;118,6054411;4,483;44,829;82,28
2,747;9890;1978;7,693869525;76,93869525;18,87861292;118,6178233;4,959;49,586;83,46
2,749;9895;1979;7,690792593;76,90792593;18,88058283;118,6302006;3,999;39,987;81,86
2,75;9900;1980;7,687716891;76,87716891;18,88255195;118,642573;3,682;36,825;82,11
2,751;9905;1981;7,684642419;76,84642419;18,88452029;118,6549404;4,481;44,813;83,89
2,753;9910;1982;7,681569177;76,81569177;18,88648783;118,6673028;3,549;35,489;80,49
2,754;9915;1983;7,678497164;76,78497164;18,88845459;118,6796604;4,277;42,771;82,36
2,756;9920;1984;7,675426379;76,75426379;18,89042056;118,6920129;3,881;38,806;80,29
2,757;9925;1985;7,672356822;76,72356822;18,89238575;118,7043606;4,374;43,739;81,29
2,758;9930;1986;7,669288493;76,69288493;18,89435015;118,7167033;4,791;47,912;83,18
2,76;9935;1987;7,666221391;76,66221391;18,89631377;118,729041;3,516;35,159;80,26
2,761;9940;1988;7,663155516;76,63155516;18,8982766;118,7413739;4,051;40,508;82,91
2,763;9945;1989;7,660090867;76,60090867;18,90023864;118,7537018;4,235;42,348;83,59
2,764;9950;1990;7,657027443;76,57027443;18,9021999;118,7660247;3,97;39,699;80,04
2,765;9955;1991;7,653965245;76,53965245;18,90416038;118,7783428;3,609;36,095;83,46
2,767;9960;1992;7,650904271;76,50904271;18,90612007;118,7906559;3,683;36,827;82,35
2,768;9965;1993;7,647844521;76,47844521;18,90807898;118,802964;3,805;38,047;81,74
2,769;9970;1994;7,644785995;76,44785995;18,91003711;118,8152673;4,4;43,996;80,02
2,771;9975;1995;7,641728692;76,41728692;18,91199445;118,8275657;4,875;48,748;80,51
2,772;9980;1996;7,638672612;76,38672612;18,91395101;118,8398591;4,283;42,829;83,86
2,774;9985;1997;7,635617754;76,35617754;18,91590678;118,8521476;3,956;39,56;82,85
2,775;9990;1998;7,632564117;76,32564117;18,91786178;118,8644312;4,262;42,619;82,97
2,776;9995;1999;7,629511702;76,29511702;18,91981599;118,8767099;4,366;43,664;83,21
2,778;10000;2000;7,626460508;76,26460508;18,92176942;118,8889836;4,574;45,743;82,02
2,779;10005;2001;7,623410534;76,23410534;18,92372207;118,9012525;4,349;43,489;81,54
2,781;10010;2002;7,620361779;76,20361779;18,92567394;118,9135164;3,754;37,54;81,08
2,782;10015;2003;7,617314244;76,17314244;18,92762503;118,9257755;3,91;39,096;81,29
2,783;10020;2004;7,614267928;76,14267928;18,92957534;118,9380296;3,722;37,222;80,52
2,785;10025;2005;7,61122283;76,1122283;18,93152487;118,9502789;4,598;45,98;80,46
2,786;10030;2006;7,608178949;76,08178949;18,93347362;118,9625232;4,401;44,007;80,84
2,788;10035;2007;7,605136286;76,05136286;18,93542159;118,9747627;4,869;48,689;83,45
2,789;10040;2008;7,60209484;76,0209484;18,93736878;118,9869972;4,291;42,913;80,93
2,79;10045;2009;7,59905461;75,9905461;18,93931519;118,9992269;3,762;37,62;81,43
2,792;10050;2010;7,596015596;75,96015596;18,94126082;119,0114517;4,152;41,52;81,94
2,793;10055;2011;7,592977798;75,92977798;18,94320568;119,0236716;3,978;39,781;82,85
2,794;10060;2012;7,589941214;75,89941214;18,94514975;119,0358866;3,984;39,842;81,18
2,796;10065;2013;7,586905845;75,86905845;18,94709305;119,0480967;4,11;41,104;82,52
2,797;10070;2014;7,583871689;75,83871689;18,94903558;119,0603019;3,961;39,611;82,88
2,799;10075;2015;7,580838747;75,80838747;18,95097732;119,0725023;4,74;47,404;81,67
2,8;10080;2016;7,577807018;75,77807018;18,95291829;119,0846977;4,153;41,526;81,49
2,801;10085;2017;7,574776501;75,74776501;18,95485848;119,0968883;4,578;45,777;83,95
2,803;10090;2018;7,571747197;75,71747197;18,9567979;119,109074;4,859;48,592;83,28
2,804;10095;2019;7,568719103;75,68719103;18,95873654;119,1212549;4,859;48,587;82,09
2,806;10100;2020;7,565692221;75,65692221;18,96067441;119,1334309;3,81;38,098;82,27
2,807;10105;2021;7,562666549;75,62666549;18,9626115;119,145602;4,569;45,69;83,15
2,808;10110;2022;7,559642088;75,59642088;18,96454782;119,1577682;3,781;37,809;83,03
2,81;10115;2023;7,556618836;75,56618836;18,96648336;119,1699296;4,977;49,766;81,49
2,811;10120;2024;7,553596793;75,53596793;18,96841813;119,1820861;4,167;41,674;80,49
2,813;10125;2025;7,550575958;75,50575958;18,97035212;119,1942377;3,528;35,278;82,48
2,814;10130;2026;7,547556332;75,47556332;18,97228534;119,2063845;4,295;42,948;82,7
2,815;10135;2027;7,544537913;75,44537913;18,97421779;119,2185264;4,788;47,88;82,3
2,817;10140;2028;7,541520701;75,41520701;18,97614946;119,2306635;3,749;37,493;80,17
2,818;10145;2029;7,538504696;75,38504696;18,97808037;119,2427957;4,861;48,607;81,83
2,819;10150;2030;7,535489897;75,35489897;18,9800105;119,2549231;4,217;42,17;80,12
2,821;10155;2031;7,532476304;75,32476304;18,98193985;119,2670456;3,618;36,178;82,47
2,822;10160;2032;7,529463916;75,29463916;18,98386844;119,2791633;3,629;36,288;83,49
2,824;10165;2033;7,526452733;75,26452733;18,98579626;119,2912761;3,909;39,09;81,58
2,825;10170;2034;7,523442754;75,23442754;18,9877233;119,3033841;4,72;47,197;81,92
2,826;10175;2035;7,520433978;75,20433978;18,98964957;119,3154872;4,967;49,672;80,44
2,828;10180;2036;7,517426406;75,17426406;18,99157508;119,3275855;4,779;47,793;83,47
2,829;10185;2037;7,514420037;75,14420037;18,99349981;119,3396789;3,713;37,127;82,04
2,831;10190;2038;7,51141487;75,1141487;18,99542377;119,3517676;4,347;43,47;83,44
2,832;10195;2039;7,508410905;75,08410905;18,99734697;119,3638513;3,508;35,085;82,13
2,833;10200;2040;7,505408141;75,05408141;18,99926939;119,3759303;4,624;46,238;80,43
2,835;10205;2041;7,502406578;75,02406578;19,00119105;119,3880044;4,607;46,066;81,83
2,836;10210;2042;7,499406216;74,99406216;19,00311194;119,4000737;4,622;46,225;80,12
2,838;10215;2043;7,496407053;74,96407053;19,00503206;119,4121382;3,628;36,278;82,04
2,839;10220;2044;7,49340909;74,9340909;19,00695141;119,4241978;3,802;38,024;80,76
2,84;10225;2045;7,490412326;74,90412326;19,00886999;119,4362526;4,857;48,569;80,4
2,842;10230;2046;7,48741676;74,8741676;19,01078781;119,4483026;4,538;45,376;82,79
2,843;10235;2047;7,484422392;74,84422392;19,01270486;119,4603478;4,877;48,768;83,66
2,844;10240;2048;7,481429222;74,81429222;19,01462114;119,4723882;4,051;40,515;82,69
2,846;10245;2049;7,478437249;74,78437249;19,01653666;119,4844237;4,908;49,078;83,9
2,847;10250;2050;7,475446472;74,75446472;19,01845141;119,4964545;3,782;37,822;83,87
2,849;10255;2051;7,472456891;74,72456891;19,02036539;119,5084804;3,786;37,856;82,83
2,85;10260;2052;7,469468506;74,69468506;19,02227861;119,5205015;3,691;36,905;80,22
2,851;10265;2053;7,466481316;74,66481316;19,02419107;119,5325178;3,581;35,808;83,47
2,853;10270;2054;7,463495321;74,63495321;19,02610276;119,5445293;4,38;43,802;81,69
2,854;10275;2055;7,46051052;74,6051052;19,02801368;119,556536;3,884;38,837;82,39
2,856;10280;2056;7,457526912;74,57526912;19,02992384;119,5685379;4,685;46,85;83,61
2,857;10285;2057;7,454544498;74,54544498;19,03183324;119,580535;4,862;48,624;81
2,858;10290;2058;7,451563277;74,51563277;19,03374187;119,5925273;3,641;36,405;82,88
2,86;10295;2059;7,448583247;74,48583247;19,03564974;119,6045148;4,131;41,308;82,72
2,861;10300;2060;7,44560441;74,4560441;19,03755685;119,6164975;3,787;37,874;81,69
2,863;10305;2061;7,442626764;74,42626764;19,0394632;119,6284754;4,819;48,185;80,28
2,864;10310;2062;7,439650308;74,39650308;19,04136878;119,6404485;3,551;35,512;83,95
2,865;10315;2063;7,436675043;74,36675043;19,0432736;119,6524169;4,868;48,678;81,08
2,867;10320;2064;7,433700968;74,33700968;19,04517766;119,6643804;4,404;44,045;81,27
2,868;10325;2065;7,430728082;74,30728082;19,04708095;119,6763392;4,223;42,23;80,55
2,869;10330;2066;7,427756386;74,27756386;19,04898349;119,6882932;3,691;36,905;83,47
2,871;10335;2067;7,424785877;74,24785877;19,05088526;119,7002424;4,049;40,495;81,56
2,872;10340;2068;7,421816557;74,21816557;19,05278628;119,7121868;3,894;38,938;80,36
2,874;10345;2069;7,418848424;74,18848424;19,05468653;119,7241264;4,614;46,143;83,78
2,875;10350;2070;7,415881478;74,15881478;19,05658602;119,7360613;4,031;40,311;82,63
2,876;10355;2071;7,412915718;74,12915718;19,05848476;119,7479914;4,208;42,076;82
2,878;10360;2072;7,409951145;74,09951145;19,06038273;119,7599167;4,036;40,363;83,64
2,879;10365;2073;7,406987757;74,06987757;19,06227995;119,7718373;3,628;36,281;83,33
2,881;10370;2074;7,404025555;74,04025555;19,06417641;119,7837531;4,144;41,44;81,39
2,882;10375;2075;7,401064537;74,01064537;19,0660721;119,7956641;4,641;46,41;81,92
2,883;10380;2076;7,398104703;73,98104703;19,06796704;119,8075704;4,796;47,956;83,63
2,885;10385;2077;7,395146053;73,95146053;19,06986123;119,8194719;3,989;39,891;81,81
2,886;10390;2078;7,392188586;73,92188586;19,07175465;119,8313686;4,038;40,38;82,5
2,888;10395;2079;7,389232302;73,89232302;19,07364732;119,8432606;3,658;36,581;82,42
2,889;10400;2080;7,3862772;73,862772;19,07553923;119,8551478;4,272;42,718;83,76
2,89;10405;2081;7,38332328;73,8332328;19,07743039;119,8670303;4,525;45,246;81,65
2,892;10410;2082;7,380370541;73,80370541;19,07932078;119,878908;3,712;37,123;81,72
2,893;10415;2083;7,377418983;73,77418983;19,08121043;119,890781;3,716;37,161;80,53
2,894;10420;2084;7,374468606;73,74468606;19,08309931;119,9026492;3,586;35,859;83,89
2,896;10425;2085;7,371519408;73,71519408;19,08498744;119,9145127;4,808;48,075;83,7
2,897;10430;2086;7,36857139;73,6857139;19,08687482;119,9263714;4,226;42,258;82,12
2,899;10435;2087;7,365624551;73,65624551;19,08876144;119,9382254;4,499;44,989;83,51
2,9;10440;2088;7,36267889;73,6267889;19,09064731;119,9500747;4,83;48,296;80,34
2,901;10445;2089;7,359734408;73,59734408;19,09253242;119,9619192;4,885;48,854;82,7
2,903;10450;2090;7,356791103;73,56791103;19,09441678;119,9737589;4,363;43,633;82,02
2,904;10455;2091;7,353848975;73,53848975;19,09630038;119,985594;4,946;49,455;80,16
2,906;10460;2092;7,350908023;73,50908023;19,09818323;119,9974243;4,445;44,453;80,01
2,907;10465;2093;7,347968248;73,47968248;19,10006533;120,0092499;4,155;41,547;80,18
2,908;10470;2094;7,345029649;73,45029649;19,10194668;120,0210707;4,111;41,112;82,81
2,91;10475;2095;7,342092224;73,42092224;19,10382727;120,0328868;4,171;41,709;83,23
2,911;10480;2096;7,339155975;73,39155975;19,10570711;120,0446982;4,41;44,105;81,99
2,913;10485;2097;7,336220899;73,36220899;19,1075862;120,0565049;3,604;36,04;82,04
2,914;10490;2098;7,333286998;73,33286998;19,10946454;120,0683068;3,786;37,865;81,01
2,915;10495;2099;7,33035427;73,3035427;19,11134213;120,0801041;3,782;37,823;82,29
2,917;10500;2100;7,327422714;73,27422714;19,11321896;120,0918966;3,548;35,478;83,02
2,918;10505;2101;7,324492331;73,24492331;19,11509505;120,1036844;3,74;37,398;83,72
2,919;10510;2102;7,32156312;73,2156312;19,11697038;120,1154674;4,26;42,598;83,24
2,921;10515;2103;7,318635081;73,18635081;19,11884497;120,1272458;4,318;43,18;82,07
2,922;10520;2104;7,315708212;73,15708212;19,12071881;120,1390195;3,656;36,563;81,18
2,924;10525;2105;7,312782514;73,12782514;19,12259189;120,1507884;4,586;45,855;80,34
2,925;10530;2106;7,309857986;73,09857986;19,12446423;120,1625527;4,118;41,177;81,24
2,926;10535;2107;7,306934627;73,06934627;19,12633582;120,1743122;3,527;35,27;81,59
2,928;10540;2108;7,304012438;73,04012438;19,12820666;120,186067;4,435;44,349;83,48
2,929;10545;2109;7,301091417;73,01091417;19,13007675;120,1978172;4,842;48,422;83,88
2,931;10550;2110;7,298171565;72,98171565;19,13194609;120,2095626;4,455;44,553;82,95
2,932;10555;2111;7,29525288;72,9525288;19,13381469;120,2213033;3,647;36,467;80,79
2,933;10560;2112;7,292335362;72,92335362;19,13568254;120,2330394;3,941;39,412;82,71
2,935;10565;2113;7,289419011;72,89419011;19,13754964;120,2447707;4,894;48,943;83,86
2,936;10570;2114;7,286503827;72,86503827;19,13941599;120,2564974;4,865;48,651;83,04
2,938;10575;2115;7,283589808;72,83589808;19,1412816;120,2682193;4,015;40,15;83,12
2,939;10580;2116;7,280676955;72,80676955;19,14314647;120,2799366;4,035;40,352;80,81
2,94;10585;2117;7,277765266;72,77765266;19,14501058;120,2916492;3,765;37,652;80,15
2,942;10590;2118;7,274854742;72,74854742;19,14687395;120,3033571;3,741;37,413;83,76
2,943;10595;2119;7,271945382;72,71945382;19,14873658;120,3150603;3,83;38,301;80,35
2,944;10600;2120;7,269037186;72,69037186;19,15059846;120,3267589;3,801;38,013;83,24
2,946;10605;2121;7,266130153;72,66130153;19,1524596;120,3384527;4,959;49,591;82,32
2,947;10610;2122;7,263224282;72,63224282;19,15431999;120,3501419;3,883;38,828;82,22
2,949;10615;2123;7,260319573;72,60319573;19,15617964;120,3618265;3,848;38,476;80,25
2,95;10620;2124;7,257416026;72,57416026;19,15803854;120,3735063;3,598;35,976;80,57
2,951;10625;2125;7,25451364;72,5451364;19,15989671;120,3851815;4,614;46,145;82,35
2,953;10630;2126;7,251612415;72,51612415;19,16175412;120,396852;4,521;45,207;80,02
2,954;10635;2127;7,24871235;72,4871235;19,1636108;120,4085178;4,937;49,373;82,51
2,956;10640;2128;7,245813445;72,45813445;19,16546673;120,420179;4,285;42,846;80,2
2,957;10645;2129;7,242915699;72,42915699;19,16732192;120,4318355;4,203;42,03;83,52
2,958;10650;2130;7,240019112;72,40019112;19,16917637;120,4434873;4,429;44,293;82,41
2,96;10655;2131;7,237123684;72,37123684;19,17103008;120,4551345;4,488;44,877;80,52
2,961;10660;2132;7,234229413;72,34229413;19,17288304;120,466777;4,278;42,779;82,04
2,963;10665;2133;7,2313363;72,313363;19,17473527;120,4784149;3,509;35,091;82,2
2,964;10670;2134;7,228444344;72,28444344;19,17658675;120,4900481;4,757;47,571;80,1
2,965;10675;2135;7,225553544;72,25553544;19,1784375;120,5016767;4,004;40,038;81,75
2,967;10680;2136;7,222663901;72,22663901;19,1802875;120,5133006;4,14;41,402;80,89
2,968;10685;2137;7,219775413;72,19775413;19,18213676;120,5249199;3,612;36,119;82,16
2,969;10690;2138;7,21688808;72,1688808;19,18398529;120,5365345;4,379;43,789;80,73
2,971;10695;2139;7,214001902;72,14001902;19,18583307;120,5481445;3,896;38,96;80,98
